800
25 5 12 0 3 0
26 25 14 1 3 0
26 27 4 22 0 2
27 1 5 23 0 2
1 28 5 -1 1 -1
28 29 7 -1 1 -1
29 30 9 -1 1 -1
30 0 11 -1 1 -1
0 31 11 -1 2 -1
31 32 10 -1 2 -1
32 33 2 -1 3 -1
33 5 0 -1 3 -1
34 5 107 12 1 0
35 34 105 13 1 0
35 36 16 103 0 1
36 6 17 101 0 1
37 6 24 17 3 1
38 37 26 19 3 1
38 39 21 34 1 2
39 1 23 35 1 2
40 6 36 24 3 0
41 40 38 25 3 0
41 42 28 46 0 2
42 2 29 47 0 2
2 43 29 -1 1 -1
43 44 31 -1 1 -1
44 45 33 -1 1 -1
45 1 35 -1 1 -1
46 6 131 36 1 0
47 46 129 37 1 0
47 48 40 127 0 1
48 7 41 125 0 1
49 7 48 41 3 1
50 49 50 43 3 1
50 51 45 58 1 2
51 2 47 59 1 2
52 7 60 48 3 0
53 52 62 49 3 0
53 54 52 70 0 2
54 3 53 71 0 2
3 55 53 -1 1 -1
55 56 55 -1 1 -1
56 57 57 -1 1 -1
57 2 59 -1 1 -1
58 7 155 60 1 0
59 58 153 61 1 0
59 60 64 151 0 1
60 8 65 149 0 1
61 8 72 65 3 1
62 61 74 67 3 1
62 63 69 82 1 2
63 3 71 83 1 2
64 8 84 72 3 0
65 64 86 73 3 0
65 66 76 94 0 2
66 4 77 95 0 2
4 67 77 -1 1 -1
67 68 79 -1 1 -1
68 69 81 -1 1 -1
69 3 83 -1 1 -1
70 8 179 84 1 0
71 70 177 85 1 0
71 72 88 175 0 1
72 9 89 173 0 1
9 73 89 -1 1 -1
73 74 91 -1 1 -1
74 75 93 -1 1 -1
75 4 95 -1 1 -1
76 10 108 96 3 0
77 76 110 97 3 0
77 78 100 118 0 2
78 6 101 119 0 2
5 79 107 -1 2 -1
79 80 106 -1 2 -1
80 81 98 -1 3 -1
81 10 96 -1 3 -1
82 10 203 108 1 0
83 82 201 109 1 0
83 84 112 199 0 1
84 11 113 197 0 1
85 11 120 113 3 1
86 85 122 115 3 1
86 87 117 130 1 2
87 6 119 131 1 2
88 11 132 120 3 0
89 88 134 121 3 0
89 90 124 142 0 2
90 7 125 143 0 2
91 11 227 132 1 0
92 91 225 133 1 0
92 93 136 223 0 1
93 12 137 221 0 1
94 12 144 137 3 1
95 94 146 139 3 1
95 96 141 154 1 2
96 7 143 155 1 2
97 12 156 144 3 0
98 97 158 145 3 0
98 99 148 166 0 2
99 8 149 167 0 2
100 12 251 156 1 0
101 100 249 157 1 0
101 102 160 247 0 1
102 13 161 245 0 1
103 13 168 161 3 1
104 103 170 163 3 1
104 105 165 178 1 2
105 8 167 179 1 2
106 13 180 168 3 0
107 106 182 169 3 0
107 108 172 190 0 2
108 9 173 191 0 2
109 13 275 180 1 0
110 109 273 181 1 0
110 111 184 271 0 1
111 14 185 269 0 1
14 112 185 -1 1 -1
112 113 187 -1 1 -1
113 114 189 -1 1 -1
114 9 191 -1 1 -1
115 15 204 192 3 0
116 115 206 193 3 0
116 117 196 214 0 2
117 11 197 215 0 2
10 118 203 -1 2 -1
118 119 202 -1 2 -1
119 120 194 -1 3 -1
120 15 192 -1 3 -1
121 15 299 204 1 0
122 121 297 205 1 0
122 123 208 295 0 1
123 16 209 293 0 1
124 16 216 209 3 1
125 124 218 211 3 1
125 126 213 226 1 2
126 11 215 227 1 2
127 16 228 216 3 0
128 127 230 217 3 0
128 129 220 238 0 2
129 12 221 239 0 2
130 16 323 228 1 0
131 130 321 229 1 0
131 132 232 319 0 1
132 17 233 317 0 1
133 17 240 233 3 1
134 133 242 235 3 1
134 135 237 250 1 2
135 12 239 251 1 2
136 17 252 240 3 0
137 136 254 241 3 0
137 138 244 262 0 2
138 13 245 263 0 2
139 17 347 252 1 0
140 139 345 253 1 0
140 141 256 343 0 1
141 18 257 341 0 1
142 18 264 257 3 1
143 142 266 259 3 1
143 144 261 274 1 2
144 13 263 275 1 2
145 18 276 264 3 0
146 145 278 265 3 0
146 147 268 286 0 2
147 14 269 287 0 2
148 18 371 276 1 0
149 148 369 277 1 0
149 150 280 367 0 1
150 19 281 365 0 1
19 151 281 -1 1 -1
151 152 283 -1 1 -1
152 153 285 -1 1 -1
153 14 287 -1 1 -1
154 20 300 288 3 0
155 154 302 289 3 0
155 156 292 310 0 2
156 16 293 311 0 2
15 157 299 -1 2 -1
157 158 298 -1 2 -1
158 159 290 -1 3 -1
159 20 288 -1 3 -1
20 160 300 -1 0 -1
160 161 301 -1 0 -1
161 162 304 -1 0 -1
162 21 305 -1 0 -1
163 21 312 305 3 1
164 163 314 307 3 1
164 165 309 322 1 2
165 16 311 323 1 2
166 21 324 312 3 0
167 166 326 313 3 0
167 168 316 334 0 2
168 17 317 335 0 2
21 169 324 -1 0 -1
169 170 325 -1 0 -1
170 171 328 -1 0 -1
171 22 329 -1 0 -1
172 22 336 329 3 1
173 172 338 331 3 1
173 174 333 346 1 2
174 17 335 347 1 2
175 22 348 336 3 0
176 175 350 337 3 0
176 177 340 358 0 2
177 18 341 359 0 2
22 178 348 -1 0 -1
178 179 349 -1 0 -1
179 180 352 -1 0 -1
180 23 353 -1 0 -1
181 23 360 353 3 1
182 181 362 355 3 1
182 183 357 370 1 2
183 18 359 371 1 2
184 23 372 360 3 0
185 184 374 361 3 0
185 186 364 382 0 2
186 19 365 383 0 2
23 187 372 -1 0 -1
187 188 373 -1 0 -1
188 189 376 -1 0 -1
189 24 377 -1 0 -1
24 190 377 -1 1 -1
190 191 379 -1 1 -1
191 192 381 -1 1 -1
192 19 383 -1 1 -1
225 26 4 1 3 1
193 225 6 3 3 1
226 29 9 7 0 2
193 226 8 6 0 2
227 32 2 10 2 3
