9.0671600000000008e-01 1.2785500000000000e-02 1.3246040555591995e-01
9.1113000000000000e-01 1.2213500000000000e-02 1.3957143579902859e-01
9.1554399999999991e-01 1.1638500000000000e-02 1.4441913892463060e-01
9.1995749999999998e-01 1.1060000000000000e-02 1.5009844762964536e-01
5.5875849999999994e-01 -4.8751000000000003e-02 -2.4252588318816426e-01
5.5094149999999997e-01 -4.9337499999999999e-02 -2.4885487918338794e-01
5.4312349999999998e-01 -4.9912499999999999e-02 -2.5625966321304311e-01
5.3530449999999996e-01 -5.0475500000000000e-02 -2.6324723774535441e-01
1.1233250000000000e-01 -4.8779000000000003e-02 -3.6976296249266138e-01
1.0751400000000000e-01 -4.8043500000000003e-02 -3.7183030110377108e-01
1.0270050000000000e-01 -4.7272000000000002e-02 -3.6614943468389227e-01
9.7893499999999994e-02 -4.6463000000000004e-02 -3.5097405952086325e-01
2.0300350000000000e-01 -5.7539500000000000e-02 -5.3282325731379754e-01
1.9679700000000000e-01 -5.7180999999999996e-02 -5.3869511535553039e-01
1.9059199999999998e-01 -5.6793499999999997e-02 -5.3081328824574014e-01
1.8438900000000000e-01 -5.6375500000000002e-02 -5.2123530905940996e-01
9.9544299999999997e-01 -6.6050000000000006e-04 4.2053998055525876e-01
9.9421499999999996e-01 -8.3749999999999992e-04 4.0903927422051040e-01
9.9298649999999999e-01 -1.0145000000000000e-03 3.9633038910642332e-01
9.9175800000000003e-01 -1.1915000000000001e-03 3.8184976228419237e-01
3.1233449999999996e-01 -5.9967500000000000e-02 -6.0663153360307087e-01
3.0512750000000000e-01 -5.9996999999999995e-02 -6.1356290886631282e-01
2.9792050000000003e-01 -6.0003500000000001e-02 -6.1730344269001325e-01
2.9071349999999996e-01 -5.9985999999999998e-02 -6.1280677108307480e-01
9.1995749999999998e-01 -1.1060000000000000e-02 1.3079908504370003e-01
9.1554399999999991e-01 -1.1638500000000000e-02 1.2410453330076313e-01
9.1113000000000000e-01 -1.2213500000000000e-02 1.1883115355924981e-01
9.0671600000000008e-01 -1.2785500000000000e-02 1.1111716005093826e-01
1.5494750000000002e-01 -5.3937499999999999e-02 -4.6591461845643656e-01
1.4939150000000001e-01 -5.3384500000000001e-02 -4.7486404251341374e-01
1.4383849999999998e-01 -5.2798999999999999e-02 -4.7016986982400316e-01
1.3828950000000001e-01 -5.2180000000000004e-02 -4.5724963449525746e-01
7.9064599999999996e-01 -2.6768500000000001e-02 -3.1935909016934237e-02
7.8415150000000000e-01 -2.7492500000000000e-02 -3.7318543575888187e-02
7.7765649999999997e-01 -2.8211000000000000e-02 -4.2614784437190044e-02
7.7116099999999999e-01 -2.8923999999999998e-02 -4.9337936535266684e-02
6.8036849999999993e-01 -3.8250500000000000e-02 -1.3318598839167742e-01
6.7298100000000005e-01 -3.8956000000000005e-02 -1.3875687833118480e-01
6.6559250000000003e-01 -3.9654000000000002e-02 -1.4479971507852307e-01
6.5820349999999994e-01 -4.0343500000000004e-02 -1.5139238582945050e-01
8.1919999999999996e-03 -1.5476499999999999e-02 6.3529339418044195e-01
6.8940000000000000e-03 -1.4244000000000000e-02 6.9211439269257335e-01
5.6609999999999994e-03 -1.2949499999999999e-02 7.4092245495772979e-01
4.5024999999999996e-03 -1.1585000000000000e-02 8.3810977893870997e-01
6.2051400000000001e-01 -4.3726000000000001e-02 -1.8679974226485233e-01
6.1285100000000003e-01 -4.4385000000000001e-02 -1.9187355555642727e-01
6.0518699999999992e-01 -4.5034500000000005e-02 -1.9838651596306048e-01
5.9752300000000003e-01 -4.5674500000000000e-02 -2.0520209440974058e-01
2.3352499999999998e-02 -2.5335999999999997e-02 2.0786562123563213e-01
2.1128500000000001e-02 -2.4195000000000001e-02 2.2901007592530973e-01
1.8936000000000001e-02 -2.2997000000000000e-02 2.6041271218881046e-01
1.6778000000000001e-02 -2.1735499999999998e-02 3.1750647708860785e-01
7.5830000000000009e-02 -4.2176499999999999e-02 -2.4570349516197898e-01
7.1822999999999998e-02 -4.1279499999999997e-02 -2.3763480017569555e-01
6.7825499999999997e-02 -4.0341500000000002e-02 -2.2833490563203374e-01
6.3838000000000006e-02 -3.9360500000000000e-02 -2.0747263654333004e-01
8.6170800000000003e-01 -1.8445500000000000e-02 4.5953914233775449e-02
8.5615600000000003e-01 -1.9122000000000000e-02 4.0330795770115994e-02
8.5060350000000007e-01 -1.9793999999999999e-02 3.5226802820467050e-02
8.4505049999999993e-01 -2.0462000000000001e-02 2.8126347929023625e-02
2.5574300000000000e-01 -5.9539499999999995e-02 -5.8948719343024425e-01
2.4898300000000001e-01 -5.9378000000000000e-02 -5.9329303201045969e-01
2.4222399999999999e-01 -5.9191000000000001e-02 -5.9374986975738264e-01
2.3546600000000001e-01 -5.8977000000000002e-02 -5.8746117626148397e-01
5.8981349999999999e-01 -4.6308000000000002e-02 -2.1350327734647662e-01
5.8205799999999996e-01 -4.6934500000000004e-02 -2.1965242851383865e-01
5.7430200000000009e-01 -4.7550000000000002e-02 -2.2677655296878327e-01
5.6654550000000004e-01 -4.8155000000000003e-02 -2.3462035691120850e-01
9.9028749999999999e-01 -1.4030000000000002e-03 3.6057945450217932e-01
9.8857449999999991e-01 -1.6485000000000000e-03 3.5148547903329597e-01
9.8686150000000006e-01 -1.8935000000000000e-03 3.4068859310618194e-01
9.8514849999999998e-01 -2.1380000000000001e-03 3.2899629303458766e-01
8.3932899999999999e-01 -2.1145500000000001e-02 1.9461924748251366e-02
8.3343900000000004e-01 -2.1844000000000002e-02 1.3560295261537052e-02
