0.904509 0.013071
0.908923 0.012500
0.908923 0.012500
0.913337 0.011927
0.913337 0.011927
0.917751 0.011350
0.917751 0.011350
0.922164 0.010770
0.562667 -0.048455
0.554850 -0.049047
0.554850 -0.049047
0.547033 -0.049628
0.547033 -0.049628
0.539214 -0.050197
0.539214 -0.050197
0.531395 -0.050754
0.114743 -0.049138
0.109922 -0.048420
0.109922 -0.048420
0.105106 -0.047667
0.105106 -0.047667
0.100295 -0.046877
0.100295 -0.046877
0.095492 -0.046049
0.206107 -0.057712
0.199900 -0.057367
0.199900 -0.057367
0.193694 -0.056995
0.193694 -0.056995
0.187490 -0.056592
0.187490 -0.056592
0.181288 -0.056159
0.996057 -0.000572
0.994829 -0.000749
0.994829 -0.000749
0.993601 -0.000926
0.993601 -0.000926
0.992372 -0.001103
0.992372 -0.001103
0.991144 -0.001280
0.315938 -0.059947
0.308731 -0.059988
0.308731 -0.059988
0.301524 -0.060006
0.301524 -0.060006
0.294317 -0.060001
0.294317 -0.060001
0.287110 -0.059971
0.922164 -0.010770
0.917751 -0.011350
0.917751 -0.011350
0.913337 -0.011927
0.913337 -0.011927
0.908923 -0.012500
0.908923 -0.012500
0.904509 -0.013071
0.157726 -0.054206
0.152169 -0.053669
0.152169 -0.053669
0.146614 -0.053100
0.146614 -0.053100
0.141063 -0.052498
0.141063 -0.052498
0.135516 -0.051862
0.793893 -0.026405
0.787399 -0.027132
0.787399 -0.027132
0.780904 -0.027853
0.780904 -0.027853
0.774409 -0.028569
0.774409 -0.028569
0.767913 -0.029279
0.684062 -0.037896
0.676675 -0.038605
0.676675 -0.038605
0.669287 -0.039307
0.669287 -0.039307
0.661898 -0.040001
0.661898 -0.040001
0.654509 -0.040686
0.008856 -0.016078
0.007528 -0.014875
0.007528 -0.014875
0.006260 -0.013613
0.006260 -0.013613
0.005062 -0.012286
0.005062 -0.012286
0.003943 -0.010884
0.624345 -0.043394
0.616683 -0.044058
0.616683 -0.044058
0.609019 -0.044712
0.609019 -0.044712
0.601355 -0.045357
0.601355 -0.045357
0.593691 -0.045992
0.024472 -0.025893
0.022233 -0.024779
0.022233 -0.024779
0.020024 -0.023611
0.020024 -0.023611
0.017848 -0.022383
0.017848 -0.022383
0.015708 -0.021088
0.077836 -0.042615
0.073824 -0.041738
0.073824 -0.041738
0.069822 -0.040821
0.069822 -0.040821
0.065829 -0.039862
0.065829 -0.039862
0.061847 -0.038859
0.864484 -0.018106
0.858932 -0.018785
0.858932 -0.018785
0.853380 -0.019459
0.853380 -0.019459
0.847827 -0.020129
0.847827 -0.020129
0.842274 -0.020795
0.259123 -0.059614
0.252363 -0.059465
0.252363 -0.059465
0.245603 -0.059291
0.245603 -0.059291
0.238845 -0.059091
0.238845 -0.059091
0.232087 -0.058863
0.593691 -0.045992
0.585936 -0.046624
0.585936 -0.046624
0.578180 -0.047245
0.578180 -0.047245
0.570424 -0.047855
0.570424 -0.047855
0.562667 -0.048455
0.991144 -0.001280
0.989431 -0.001526
0.989431 -0.001526
0.987718 -0.001771
0.987718 -0.001771
0.986005 -0.002016
0.986005 -0.002016
0.984292 -0.002260
0.842274 -0.020795
0.836384 -0.021496
0.836384 -0.021496
0.830494 -0.022192
0.830494 -0.022192
0.824603 -0.022883
0.824603 -0.022883
0.818712 -0.023569
0.437333 -0.056390
0.429578 -0.056756
0.429578 -0.056756
0.421823 -0.057106
0.421823 -0.057106
0.414066 -0.057439
0.414066 -0.057439
0.406309 -0.057755
0.740877 -0.032168
0.733881 -0.032898
0.733881 -0.032898
0.726885 -0.033622
0.726885 -0.033622
0.719887 -0.034338
0.719887 -0.034338
0.712890 -0.035048
0.003943 -0.010884
0.003061 -0.009622
0.003061 -0.009622
0.002268 -0.008311
0.002268 -0.008311
0.001573 -0.006946
0.001573 -0.006946
0.000987 -0.005521
0.885257 -0.015523
0.880064 -0.016175
0.880064 -0.016175
0.874871 -0.016822
0.874871 -0.016822
0.869678 -0.017466
0.869678 -0.017466
0.864484 -0.018106
0.938153 -0.008643
0.934156 -0.009179
0.934156 -0.009179
0.930159 -0.009712
0.930159 -0.009712
0.926162 -0.010242
0.926162 -0.010242
0.922164 -0.010770
0.135516 0.051862
0.141063 0.052498
0.141063 0.052498
0.146614 0.053100
0.146614 0.053100
0.152169 0.053669
0.152169 0.053669
0.157726 0.054206
0.593691 0.045992
0.601355 0.045357
0.601355 0.045357
0.609019 0.044712
0.609019 0.044712
0.616683 0.044058
0.616683 0.044058
0.624345 0.043394
0.287110 0.059971
0.294317 0.060001
0.294317 0.060001
0.301524 0.060006
0.301524 0.060006
0.308731 0.059988
0.308731 0.059988
0.315938 0.059947
0.437333 0.056390
0.445152 0.056003
0.445152 0.056003
0.452971 0.055601
0.452971 0.055601
0.460788 0.055183
0.460788 0.055183
0.468605 0.054749
0.095492 0.046049
0.100295 0.046877
0.100295 0.046877
0.105106 0.047667
0.105106 0.047667
0.109922 0.048420
0.109922 0.048420
0.114743 0.049138
0.500000 0.052861
0.507850 0.052354
0.507850 0.052354
0.515699 0.051833
0.515699 0.051833
0.523548 0.051300
0.523548 0.051300
0.531395 0.050754
0.712890 0.035048
0.719887 0.034338
0.719887 0.034338
0.726885 0.033622
0.726885 0.033622
0.733881 0.032898
0.733881 0.032898
0.740877 0.032168
0.922164 0.010770
0.926162 0.010242
0.926162 0.010242
0.930159 0.009712
0.930159 0.009712
0.934156 0.009179
0.934156 0.009179
0.938153 0.008643
0.984292 0.002260
0.986005 0.002016
0.986005 0.002016
0.987718 0.001771
0.987718 0.001771
0.989431 0.001526
0.989431 0.001526
0.991144 0.001280
0.996057 0.000572
0.996796 0.000465
0.996796 0.000465
0.997535 0.000358
0.997535 0.000358
0.998274 0.000251
0.998274 0.000251
0.999013 0.000143
0.818712 0.023569
0.824603 0.022883
0.824603 0.022883
0.830494 0.022192
0.830494 0.022192
0.836384 0.021496
0.836384 0.021496
0.842274 0.020795
0.938153 0.008643
0.941719 0.008163
0.941719 0.008163
0.945284 0.007680
0.945284 0.007680
0.948849 0.007196
0.948849 0.007196
0.952414 0.006710
0.181288 0.056159
0.187490 0.056592
0.187490 0.056592
0.193694 0.056995
0.193694 0.056995
0.199900 0.057367
0.199900 0.057367
0.206107 0.057712
0.232087 0.058863
0.238845 0.059091
0.238845 0.059091
0.245603 0.059291
0.245603 0.059291
0.252363 0.059465
0.252363 0.059465
0.259123 0.059614
0.375655 0.058819
0.383320 0.058581
0.383320 0.058581
0.390983 0.058324
0.390983 0.058324
0.398647 0.058048
0.398647 0.058048
0.406309 0.057755
0.500000 -0.052861
0.492152 -0.053354
0.492152 -0.053354
0.484304 -0.053834
0.484304 -0.053834
0.476455 -0.054299
0.476455 -0.054299
0.468605 -0.054749
0.035112 0.030473
0.038204 0.031632
0.038204 0.031632
0.041315 0.032737
0.041315 0.032737
0.044443 0.033793
0.044443 0.033793
0.047586 0.034803
0.206107 0.057712
0.212600 0.058042
0.212600 0.058042
0.219095 0.058343
0.219095 0.058343
0.225590 0.058616
0.225590 0.058616
0.232087 0.058863
0.008856 0.016078
0.010495 0.017433
0.010495 0.017433
0.012187 0.018713
0.012187 0.018713
0.013927 0.019929
0.013927 0.019929
0.015708 0.021088
0.259123 0.059614
0.266120 0.059741
0.266120 0.059741
0.273116 0.059842
0.273116 0.059842
0.280113 0.059919
0.280113 0.059919
0.287110 0.059971
0.315938 0.059947
0.323327 0.059882
0.323327 0.059882
0.330715 0.059795
0.330715 0.059795
0.338103 0.059687
0.338103 0.059687
0.345492 0.059557
0.000987 -0.005521
0.000560 -0.004173
0.000560 -0.004173
0.000251 -0.002804
0.000251 -0.002804
0.000063 -0.001413
0.000063 -0.001413
0.000000 0.000000
1.000000 -0.000000
0.999753 -0.000036
0.999753 -0.000036
0.999507 -0.000072
